ego_id;rs_pattern_10;rs_pattern_11;rs_pattern_12;rs_pattern_13;rs_pattern_14;rs_pattern_15;rs_pattern_16;rs_pattern_17;rs_pattern_18;rs_pattern_19;rs_pattern_20;rs_pattern_21;rs_pattern_22;rs_pattern_23;rs_pattern_24;rs_pattern_25;rs_pattern_26;rs_pattern_27;rs_pattern_28;rs_pattern_29;rs_pattern_30
6a9532ce52a16ec69c14bd78bd4540a5;21412.0;68854.0;114908.0;25114.0;59940.0;83407.0;220.0;7319.0;25834.0;55917.0;7140.0;3057.0;258.0;21319.0;13769.0;7953.0;1046.0;983.0;14406.0;5079.0;1457.0
4ba28ff0a2608aae776f1c95333f44d0;31.0;18.0;51.0;25.0;26.0;53.0;0.0;0.0;13.0;29.0;9.0;0.0;0.0;10.0;10.0;2.0;0.0;0.0;3.0;1.0;0.0
bc57fde3533257371277782eeaa8bfae;21.0;0.0;14.0;31.0;28.0;4.0;0.0;0.0;6.0;3.0;10.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
b7a99a1da45b43a149f2ee49935920b1;3397.0;3291.0;8014.0;1554.0;1908.0;3166.0;15.0;457.0;929.0;1216.0;239.0;133.0;12.0;352.0;229.0;401.0;38.0;19.0;242.0;32.0;6.0
0fd9b6f65bf0cf41a84f1324cd736f90;300203.0;59694.0;349041.0;306725.0;195056.0;165099.0;7036.0;52211.0;131625.0;132270.0;58695.0;34590.0;1954.0;111164.0;67841.0;10608.0;13388.0;10149.0;63873.0;29713.0;12254.0
60bf24c8af9befe3734223f2c5129d41;1312.0;1514.0;3817.0;1709.0;1583.0;3017.0;18.0;320.0;949.0;2424.0;458.0;156.0;13.0;802.0;793.0;281.0;66.0;74.0;641.0;204.0;50.0
4b8e13a9846b8b7565608d39cfac9fe4;5634.0;17150.0;24404.0;8249.0;17321.0;27513.0;27.0;1458.0;7606.0;17858.0;3297.0;646.0;65.0;11399.0;4108.0;2670.0;351.0;354.0;5737.0;2086.0;1100.0
65cd61ab2f6287f95c3be5ce6c90165d;5666.0;1839.0;10700.0;4954.0;3740.0;3913.0;66.0;664.0;2363.0;2424.0;806.0;294.0;50.0;1485.0;997.0;335.0;173.0;198.0;1062.0;549.0;177.0
d3f2400b9492e33fb13c76c6b6c55f4e;47.0;164.0;320.0;46.0;16.0;160.0;0.0;73.0;57.0;22.0;9.0;12.0;19.0;11.0;4.0;3.0;13.0;2.0;2.0;3.0;0.0
9b41315bb0615ab88ba305d1f6fc9de7;4070.0;4916.0;12860.0;3926.0;3145.0;6111.0;28.0;711.0;1249.0;1426.0;626.0;164.0;16.0;850.0;307.0;146.0;61.0;55.0;291.0;205.0;57.0
1405b7355825dbdb6e3770f448d10934;266.0;33.0;378.0;185.0;131.0;68.0;0.0;43.0;118.0;129.0;18.0;25.0;1.0;36.0;55.0;9.0;15.0;17.0;47.0;13.0;2.0
e8bea0a9ba02430ed1a5955e8cf557da;481206.0;97635.0;674318.0;586017.0;480977.0;364797.0;9581.0;118905.0;399870.0;438630.0;111809.0;79960.0;5552.0;321121.0;246038.0;56816.0;32510.0;32651.0;259109.0;131848.0;55223.0
0b932399bcb40bb117a00994a7a10009;6421.0;7912.0;17411.0;6605.0;5444.0;8580.0;48.0;1312.0;2857.0;3788.0;1193.0;548.0;146.0;2375.0;1451.0;546.0;293.0;311.0;1395.0;625.0;173.0
9f3b5ce33687c4e6249dbd3fa5f338d5;136.0;0.0;118.0;290.0;14.0;23.0;0.0;4.0;29.0;26.0;3.0;8.0;0.0;68.0;6.0;0.0;0.0;0.0;27.0;7.0;23.0
0ef9782981c41fdf5ee711d417ea7b6d;15275.0;5800.0;26425.0;14985.0;10272.0;11550.0;118.0;1550.0;5614.0;6095.0;2532.0;606.0;37.0;4757.0;1578.0;442.0;137.0;119.0;1802.0;763.0;348.0
77136a87d44ec2893d61a112323b1755;8773.0;888.0;8263.0;7441.0;3965.0;2982.0;87.0;785.0;2427.0;2564.0;823.0;502.0;35.0;2523.0;850.0;179.0;93.0;67.0;877.0;526.0;278.0
f88d834891fa38769db6e926826559f2;5381.0;2036.0;9213.0;6600.0;6153.0;6593.0;53.0;790.0;5357.0;2849.0;1232.0;412.0;37.0;6212.0;1309.0;357.0;148.0;96.0;2530.0;1602.0;1476.0
e8578c6acfd1a960ead8bec0e61eecfe;4.0;21.0;23.0;19.0;5.0;70.0;0.0;0.0;6.0;46.0;13.0;0.0;0.0;37.0;9.0;2.0;0.0;0.0;20.0;9.0;3.0
87333d21837f349c191cf5bab4c6d8b9;43.0;142.0;75.0;66.0;137.0;399.0;5.0;43.0;203.0;535.0;80.0;70.0;4.0;486.0;375.0;199.0;47.0;108.0;891.0;931.0;641.0
c1443812053342169d65e953941090b9;78.0;13.0;120.0;66.0;75.0;62.0;0.0;13.0;141.0;84.0;7.0;9.0;1.0;78.0;60.0;19.0;4.0;14.0;68.0;53.0;15.0
efdab95c5f03273fb02a2e01cc6eb888;25722.0;11864.0;52199.0;59032.0;37692.0;38807.0;223.0;4160.0;36250.0;39796.0;12197.0;2546.0;86.0;42405.0;17837.0;6610.0;1040.0;1641.0;30642.0;17339.0;12369.0
a13dc97d8a3932c23ad86aea96ecf4bc;707.0;331.0;1783.0;733.0;825.0;839.0;6.0;122.0;473.0;447.0;219.0;74.0;3.0;269.0;145.0;66.0;27.0;15.0;143.0;62.0;10.0
38b579a3e45a0cdeb28f60ca6f974ef9;1694.0;5823.0;4700.0;3682.0;4465.0;12276.0;5.0;310.0;2245.0;11898.0;1617.0;111.0;26.0;9568.0;2215.0;2062.0;86.0;248.0;5540.0;3402.0;2240.0
3b98bcf63abb5eff88da7629ed826f60;1607.0;1264.0;3917.0;2707.0;4551.0;4236.0;59.0;1113.0;2890.0;4766.0;1234.0;704.0;91.0;3597.0;2200.0;803.0;504.0;451.0;2773.0;1380.0;512.0
fa25736bac501f8dc851c59ae3709e98;53604.0;45796.0;119231.0;62377.0;44139.0;69688.0;371.0;6302.0;28254.0;29999.0;12919.0;2907.0;133.0;23605.0;10787.0;2384.0;1057.0;1147.0;12822.0;6386.0;2902.0
c8eadb31b941761a42e561bfe936c027;69657.0;397502.0;287158.0;77840.0;129254.0;328542.0;205.0;9009.0;42377.0;128228.0;24964.0;2671.0;136.0;55122.0;19110.0;10016.0;820.0;808.0;19190.0;5852.0;2448.0
bdd585111ed8370df3f7c5289ac25781;284.0;230.0;545.0;212.0;284.0;389.0;2.0;52.0;77.0;159.0;56.0;39.0;1.0;47.0;38.0;5.0;6.0;0.0;22.0;3.0;1.0
024e776736f6933a2bc7b387d23e2877;10560.0;1378.0;12431.0;14246.0;13082.0;7354.0;436.0;4756.0;13373.0;15361.0;3266.0;4201.0;446.0;10816.0;11750.0;3151.0;2827.0;2833.0;14438.0;8788.0;3103.0
1a119e221842af3a39b25d6bb6f54304;5837.0;9125.0;15085.0;9596.0;8388.0;17461.0;163.0;3144.0;8272.0;13054.0;3448.0;1825.0;147.0;8017.0;5565.0;1764.0;925.0;835.0;5935.0;2468.0;1074.0
9e4dd95bb28e9537498a65cb13a62f76;24241.0;3745.0;30647.0;21506.0;20921.0;13276.0;939.0;6699.0;13959.0;12829.0;3804.0;4214.0;272.0;8972.0;6810.0;1286.0;1626.0;947.0;6251.0;3632.0;2267.0
c304ee56cb3a0392218013d9c7c8c1c9;251.0;935.0;1097.0;208.0;49.0;750.0;0.0;0.0;103.0;83.0;43.0;0.0;0.0;54.0;14.0;2.0;0.0;0.0;14.0;6.0;1.0
1f59ea153c6364a813576cc780813ecf;163.0;54.0;362.0;187.0;123.0;121.0;0.0;20.0;79.0;114.0;21.0;12.0;0.0;36.0;27.0;14.0;1.0;2.0;21.0;9.0;0.0
9ee571c89a15fb2be16e4e179efddd2e;16971.0;6872.0;33538.0;16586.0;15180.0;15712.0;92.0;2556.0;7441.0;9428.0;2749.0;900.0;163.0;6227.0;2649.0;711.0;452.0;315.0;2876.0;1236.0;467.0
f422a7a5b41ff7fd66acd480900f0e79;894.0;3543.0;5349.0;2163.0;1055.0;6108.0;3.0;62.0;888.0;1535.0;894.0;14.0;1.0;1007.0;260.0;187.0;3.0;3.0;293.0;66.0;61.0
460dafd120c775d85f15e74ce804a549;21.0;6.0;61.0;71.0;50.0;74.0;0.0;8.0;40.0;35.0;41.0;7.0;0.0;81.0;9.0;0.0;1.0;0.0;15.0;9.0;7.0
a6dbaa5345feaabced5494b036c6a4ea;18538.0;3296.0;23958.0;13867.0;14411.0;9081.0;220.0;2248.0;7338.0;9538.0;1824.0;1195.0;50.0;5045.0;3636.0;997.0;353.0;379.0;3208.0;1293.0;340.0
5c84bd62a22cd73a740d7b8f8183654f;196.0;84.0;550.0;512.0;140.0;301.0;0.0;5.0;50.0;216.0;55.0;6.0;0.0;130.0;50.0;50.0;1.0;2.0;118.0;30.0;18.0
3ab71ef009d6ae56e16bd91c069ff93d;95301.0;19695.0;137150.0;55686.0;60657.0;37799.0;3876.0;37681.0;31231.0;35649.0;6519.0;15135.0;2714.0;8446.0;14334.0;3785.0;4858.0;2439.0;5988.0;1784.0;174.0
786d98337e5a70693647bb22e7626c4a;68550.0;70507.0;191809.0;94269.0;83316.0;131498.0;532.0;13459.0;53810.0;67908.0;27121.0;5675.0;609.0;47420.0;22633.0;6339.0;2509.0;2552.0;23307.0;10011.0;3980.0
23889087901351300b4733f387ca2872;4453.0;2008.0;7791.0;2805.0;1508.0;1869.0;32.0;624.0;1008.0;973.0;214.0;154.0;20.0;500.0;360.0;104.0;73.0;42.0;399.0;197.0;72.0
8e0afae1ee55ff3f76b2a65b298114f5;8893.0;7318.0;28610.0;17623.0;15165.0;23752.0;26.0;1136.0;12633.0;14694.0;7262.0;455.0;21.0;15417.0;5049.0;2323.0;200.0;569.0;9042.0;5178.0;2717.0
2098c99eded24475a174a3cf8c160d02;1747.0;1276.0;2908.0;1355.0;897.0;1792.0;6.0;129.0;720.0;1581.0;178.0;67.0;5.0;934.0;690.0;379.0;46.0;96.0;1286.0;807.0;349.0
177ee84878e2048f1ad976f5095896fc;8464.0;87291.0;40692.0;15704.0;10837.0;92458.0;16.0;1106.0;8707.0;20620.0;8408.0;305.0;10.0;13113.0;3373.0;956.0;124.0;157.0;3407.0;1618.0;1027.0
3ac8c21df770e2ec859d8646332534c5;79.0;11.0;68.0;76.0;18.0;25.0;4.0;21.0;48.0;12.0;11.0;11.0;1.0;18.0;13.0;0.0;0.0;2.0;11.0;8.0;7.0
dd91033e9b091bb01ecd03c28d593fea;40617.0;80964.0;114767.0;65476.0;70367.0;134112.0;662.0;12463.0;65845.0;97474.0;17385.0;7743.0;462.0;82835.0;41585.0;12232.0;4477.0;6959.0;57900.0;37457.0;20449.0
3d59913ee614f9d8ae49af2bf33739c3;2814.0;1931.0;6137.0;2604.0;2678.0;3202.0;20.0;335.0;1087.0;1819.0;368.0;156.0;6.0;1016.0;439.0;121.0;34.0;30.0;412.0;150.0;50.0
3872db15a178c4e60a4146d8ae201c3f;3673.0;1939.0;6188.0;3895.0;3672.0;5191.0;99.0;498.0;1966.0;3816.0;1373.0;279.0;70.0;1915.0;1268.0;504.0;108.0;87.0;1082.0;364.0;108.0
cc3cb76ef8b91c5af7f35e32537dff0e;124.0;496.0;782.0;479.0;509.0;1774.0;0.0;19.0;360.0;1224.0;478.0;6.0;0.0;720.0;453.0;337.0;2.0;9.0;764.0;228.0;92.0
06ee3360d53e25f80af9c6581d6be868;3773.0;6916.0;9835.0;5327.0;6852.0;13223.0;108.0;2424.0;5066.0;13270.0;2144.0;1418.0;432.0;5904.0;4720.0;2671.0;1058.0;1027.0;5628.0;2902.0;760.0
38ee835090a4c7b359f431bef9afcb0a;98.0;8.0;107.0;127.0;89.0;50.0;0.0;27.0;97.0;92.0;10.0;24.0;1.0;93.0;39.0;7.0;6.0;6.0;63.0;39.0;13.0
cd8cffc23b4adde2116dac120f0058a2;2601.0;425.0;4069.0;3498.0;2538.0;2025.0;30.0;510.0;2469.0;3204.0;778.0;297.0;29.0;2369.0;2042.0;766.0;141.0;345.0;3058.0;1960.0;720.0
a12939edf7ada9feb391c2ff73fb7b6a;1723.0;6582.0;6260.0;2022.0;3364.0;9509.0;13.0;550.0;1383.0;5448.0;1052.0;207.0;26.0;1650.0;1243.0;760.0;92.0;53.0;1185.0;334.0;61.0
2dcfa1eaacbf7a225919b8fb74b88370;511.0;145.0;1167.0;663.0;322.0;389.0;0.0;24.0;234.0;186.0;63.0;17.0;0.0;121.0;55.0;7.0;8.0;2.0;45.0;8.0;21.0
991bc4021df03cc7634915fd762301a9;144.0;30.0;175.0;143.0;228.0;114.0;3.0;60.0;216.0;276.0;12.0;28.0;7.0;202.0;184.0;58.0;35.0;59.0;201.0;165.0;38.0
976998695d6b234a42764911d1f3c1b7;26715.0;9872.0;51978.0;24650.0;26964.0;21936.0;483.0;4351.0;13732.0;16660.0;4834.0;2161.0;123.0;7909.0;6680.0;1541.0;558.0;512.0;4757.0;1646.0;422.0
bb462f7ddaa23e24ab9dccd5899ad9e6;411.0;4462.0;3117.0;913.0;1898.0;5321.0;0.0;46.0;814.0;3357.0;478.0;15.0;0.0;1409.0;512.0;999.0;1.0;10.0;1127.0;317.0;114.0
497eae145339c26935efac1283f054e3;3956.0;2744.0;9979.0;7305.0;10933.0;10235.0;180.0;4255.0;12004.0;18044.0;2889.0;3028.0;916.0;15087.0;11540.0;4633.0;2893.0;3510.0;17658.0;16059.0;11437.0
3d7fccdfac5f6473ee4cd8ee30bbdf9c;750.0;473.0;2113.0;1149.0;572.0;671.0;0.0;117.0;391.0;339.0;90.0;52.0;0.0;171.0;115.0;49.0;11.0;6.0;80.0;15.0;16.0
5d63dd7bba7a64edd2f2717d13b0950d;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0
d9f937dd9cae8b0fb674c4d2dcab0cc8;2323.0;1554.0;4519.0;3195.0;2329.0;4773.0;12.0;366.0;1721.0;2839.0;1310.0;198.0;6.0;1793.0;976.0;181.0;66.0;78.0;843.0;350.0;114.0
2b76e0c08e81beca0e4a0cefdc8c03af;70681.0;55849.0;120874.0;55901.0;34556.0;56289.0;927.0;10373.0;18727.0;27069.0;5652.0;4304.0;386.0;15703.0;8363.0;2522.0;1553.0;1334.0;7641.0;3885.0;1538.0
d20ff70730a8626d91e313d285ea5491;19870.0;106286.0;76042.0;30571.0;21132.0;167757.0;78.0;1422.0;8200.0;28924.0;21719.0;380.0;53.0;26459.0;3767.0;1156.0;200.0;255.0;4614.0;2225.0;1476.0
13a7d5a5eef5871df7dd35aa05f246b7;3687.0;2034.0;7549.0;5295.0;6223.0;10511.0;117.0;2497.0;7185.0;9103.0;2733.0;1676.0;252.0;16346.0;4338.0;1343.0;1379.0;1343.0;7008.0;7749.0;11382.0
6b9ade13ed96238fe65c855b23d9f6fb;1102.0;422.0;1678.0;1449.0;1533.0;1672.0;43.0;546.0;1462.0;2987.0;377.0;421.0;44.0;1699.0;1683.0;715.0;295.0;408.0;2441.0;1457.0;445.0
e9a201db27289dd2591d59376fdc6147;1242.0;593.0;2593.0;957.0;754.0;1010.0;9.0;104.0;363.0;578.0;164.0;45.0;1.0;145.0;136.0;63.0;15.0;5.0;79.0;18.0;1.0
c02f4c7e0be2be4df54ea711715646a4;56524.0;21793.0;101223.0;49656.0;54632.0;45152.0;1171.0;8764.0;28691.0;34442.0;8720.0;4236.0;202.0;16873.0;12692.0;3373.0;1202.0;991.0;10128.0;3296.0;896.0
695efd4a32253e11f4f5a1b4112b8df7;3473.0;11635.0;17431.0;5142.0;3744.0;11544.0;36.0;1041.0;1581.0;3683.0;1160.0;248.0;25.0;2157.0;564.0;210.0;81.0;105.0;518.0;364.0;119.0
c9ad501cbe226d7cfe8a71c3cafbf7f5;5.0;1.0;4.0;8.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0
e04bd14a3e0988079b23de3894ca8f99;59.0;586.0;541.0;162.0;254.0;1054.0;0.0;53.0;254.0;394.0;155.0;16.0;0.0;275.0;83.0;29.0;6.0;21.0;98.0;65.0;19.0
ad78252e88b7306be7924cd8965f037e;65163.0;183797.0;210400.0;61918.0;57142.0;150352.0;704.0;12085.0;26761.0;36595.0;13009.0;3778.0;269.0;25045.0;7093.0;2096.0;1004.0;609.0;6998.0;3945.0;2525.0
c01c3d919b211dadf70381e9839211a8;1076.0;205.0;1597.0;664.0;549.0;454.0;9.0;280.0;307.0;316.0;90.0;69.0;12.0;66.0;120.0;29.0;33.0;14.0;47.0;14.0;0.0
eebe97b9e35e6b704c10c42b5828c2b7;327.0;83.0;111.0;1002.0;250.0;504.0;0.0;1.0;529.0;588.0;980.0;8.0;0.0;1525.0;310.0;30.0;1.0;0.0;642.0;514.0;571.0
7530c23c4d7bc34bcb138a8d18291e6e;1331.0;1142.0;4229.0;1275.0;693.0;875.0;1.0;70.0;498.0;516.0;59.0;18.0;5.0;304.0;115.0;122.0;32.0;87.0;274.0;398.0;231.0
8aeb66b045017c4bda91872a1fd7b6a9;1940.0;14731.0;12319.0;4431.0;3321.0;17232.0;17.0;434.0;1544.0;6296.0;1528.0;160.0;6.0;2634.0;1078.0;498.0;31.0;31.0;1104.0;372.0;145.0
baf40eaecda384739587e9a39371f09a;42.0;39.0;243.0;235.0;50.0;138.0;0.0;32.0;149.0;100.0;38.0;39.0;2.0;63.0;64.0;19.0;10.0;13.0;56.0;29.0;9.0
96209c512dc6f6f2488a8284816d69e9;84.0;86.0;210.0;27.0;9.0;59.0;1.0;0.0;6.0;10.0;0.0;0.0;0.0;6.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0
c7d4262287d91506c5bc5ab84b8c0f1e;41244.0;11954.0;62240.0;23746.0;19848.0;20975.0;435.0;4765.0;8405.0;9570.0;3209.0;1563.0;153.0;4411.0;2535.0;605.0;394.0;231.0;1535.0;694.0;288.0
bb8c34f8338984f8967c53446b66dbe6;16109.0;8463.0;24150.0;16522.0;16928.0;20445.0;413.0;6541.0;15813.0;34976.0;2805.0;3950.0;994.0;21410.0;14979.0;10026.0;3228.0;5092.0;25647.0;19588.0;7374.0
f6f607a463f2ca7e3a5224d276db8173;2802.0;260.0;3201.0;3445.0;1762.0;1029.0;8.0;283.0;1414.0;1562.0;212.0;204.0;13.0;1139.0;825.0;229.0;97.0;129.0;978.0;587.0;186.0
6e495bbc66ac136cae34dfe6dddc603a;1715.0;2564.0;4840.0;3227.0;3246.0;6279.0;9.0;375.0;1505.0;5140.0;1375.0;185.0;31.0;3371.0;1073.0;479.0;157.0;221.0;1615.0;916.0;364.0
39bad315ecdea4d355409ba5ef3c43d6;4306.0;9276.0;16058.0;8149.0;7966.0;17349.0;32.0;603.0;4384.0;8112.0;2822.0;381.0;64.0;8186.0;1807.0;916.0;224.0;213.0;3138.0;1643.0;1309.0
e0c1b95d63cef924930e54654d9bd559;5465.0;4355.0;12389.0;4988.0;3220.0;5848.0;84.0;635.0;1564.0;2420.0;851.0;405.0;24.0;1572.0;840.0;170.0;139.0;77.0;636.0;302.0;277.0
d59682e633ae7e7f3bfe7c8714d5847c;29362.0;4583.0;33896.0;28903.0;15229.0;10670.0;724.0;5498.0;11050.0;9356.0;3093.0;3664.0;264.0;7510.0;4747.0;771.0;1407.0;726.0;4272.0;1671.0;744.0
ebdaf2b320e370fb40439d02591f111c;475.0;30.0;493.0;252.0;353.0;132.0;9.0;66.0;151.0;180.0;24.0;26.0;0.0;81.0;48.0;9.0;6.0;7.0;43.0;12.0;4.0
c82ba49ef8622afb6fd155124c30d112;29345.0;11388.0;52482.0;43083.0;36261.0;32007.0;404.0;8957.0;40228.0;31701.0;9484.0;5280.0;575.0;33764.0;21232.0;4101.0;3538.0;4479.0;28749.0;20490.0;10666.0
075a218d18204df4d20bc637d83af201;207.0;2656.0;1358.0;244.0;377.0;2646.0;6.0;89.0;102.0;416.0;212.0;24.0;4.0;222.0;71.0;17.0;15.0;11.0;83.0;36.0;15.0
b64791c287d8d04c2d9a12df788d3caa;136376.0;31262.0;214763.0;151830.0;129181.0;93241.0;4244.0;36538.0;99167.0;91207.0;26738.0;25669.0;1815.0;59149.0;55073.0;9991.0;10851.0;8619.0;46890.0;21203.0;6047.0
83fc36cb34ab1bc8f7919201b0d20004;300485.0;112365.0;502009.0;262891.0;309073.0;257237.0;11172.0;111165.0;187525.0;250764.0;55742.0;65265.0;7651.0;101794.0;122168.0;29420.0;27133.0;20098.0;82464.0;30110.0;5750.0
7ad536eb8eae8dd10bf5f98981021f96;13014.0;11867.0;30811.0;8533.0;13265.0;15436.0;145.0;3635.0;5050.0;9734.0;1830.0;1199.0;242.0;2962.0;2410.0;806.0;468.0;297.0;1440.0;431.0;65.0
5101306c423f511ac248959293daa629;3297.0;2854.0;12779.0;5095.0;2427.0;5057.0;16.0;795.0;1696.0;2048.0;789.0;179.0;26.0;1608.0;354.0;548.0;77.0;29.0;645.0;159.0;176.0
63e0ecdfb0aeed1921d8d7315dad4c06;21.0;22.0;61.0;90.0;159.0;216.0;0.0;10.0;287.0;694.0;95.0;12.0;0.0;1107.0;598.0;248.0;9.0;48.0;2142.0;2206.0;2346.0
03755c7782b47930a88db035e8e4dcb8;448.0;127.0;885.0;676.0;737.0;587.0;10.0;60.0;552.0;645.0;164.0;55.0;0.0;510.0;368.0;59.0;8.0;20.0;417.0;192.0;75.0
bb22af1a70d320717d7b314c3cdd731a;2452.0;22080.0;13690.0;3902.0;4148.0;25095.0;16.0;1174.0;3039.0;6739.0;2675.0;196.0;20.0;4299.0;944.0;306.0;147.0;188.0;1145.0;802.0;426.0
2f568a15d96629ea4b7e27275b1233d7;1344.0;4669.0;9653.0;4064.0;6346.0;12408.0;18.0;760.0;3124.0;5962.0;2755.0;256.0;64.0;4350.0;1488.0;674.0;198.0;251.0;1689.0;885.0;436.0
a332f6921a91aaf8d6e20b28ae84b4d4;38990.0;16292.0;73278.0;63152.0;27481.0;41438.0;348.0;6598.0;25550.0;35603.0;9201.0;4431.0;484.0;28451.0;16974.0;4785.0;2600.0;2589.0;22157.0;13040.0;6572.0
06d2c4bd238bc14a6d105959713ac2ba;21.0;15.0;62.0;14.0;29.0;21.0;0.0;15.0;22.0;30.0;3.0;4.0;1.0;0.0;12.0;6.0;3.0;8.0;0.0;0.0;0.0
58cd6d689bcbd45c612df0aff64d8cc3;10.0;13.0;34.0;20.0;34.0;52.0;0.0;0.0;17.0;68.0;0.0;0.0;0.0;66.0;17.0;8.0;0.0;0.0;40.0;23.0;12.0
9a212cec4e501359342d4528788bd7bc;248.0;167.0;545.0;250.0;144.0;388.0;2.0;36.0;95.0;205.0;64.0;13.0;0.0;71.0;58.0;27.0;3.0;3.0;46.0;7.0;3.0
3b8eaf39115dad98d7b45284c4c372d9;778.0;1537.0;2818.0;2776.0;3066.0;5885.0;1.0;162.0;1920.0;6804.0;1224.0;143.0;1.0;8648.0;1924.0;1226.0;70.0;82.0;5965.0;3659.0;3466.0
07ff94a158cc9eed7cab7ba133eebfc9;4325.0;6104.0;8662.0;4061.0;4443.0;6087.0;104.0;649.0;2430.0;3967.0;877.0;381.0;13.0;1260.0;1441.0;775.0;75.0;101.0;989.0;265.0;46.0
4766b92f72d2f93f22c43d79b2928c2d;7365.0;19466.0;34102.0;12933.0;8789.0;36863.0;91.0;1723.0;8396.0;11660.0;5775.0;1161.0;131.0;14475.0;5345.0;1586.0;1148.0;2102.0;9772.0;8999.0;4209.0
98ab98c56a8c1ccc5cc43eb16d31d020;33.0;187.0;106.0;25.0;23.0;156.0;0.0;6.0;27.0;167.0;1.0;0.0;0.0;27.0;21.0;91.0;1.0;0.0;59.0;25.0;3.0
7404fba21220bacacc5f467da6148fde;744.0;432.0;1225.0;470.0;230.0;680.0;6.0;37.0;309.0;267.0;72.0;35.0;0.0;253.0;107.0;20.0;6.0;9.0;88.0;54.0;24.0
